avg_centipawn_loss,std_centipawn_loss,median_centipawn_loss,max_centipawn_loss,cp_loss_q25,cp_loss_q75,top1_move_rate,blunder_rate,mistake_rate,cp_loss_variance,player_elo,opponent_elo,elo_diff,player_rd,game_length,time_base,won,is_computer
69.71428571428571,102.23658037780282,24.0,383.0,1.0,84.0,0.4,0.11428571428571428,0.11428571428571428,10452.318367346938,2202,2174,28,37.5,88,60,0.5,0
24.6,36.36261816756324,8.0,147.0,0.0,36.0,0.5428571428571428,0.0,0.05714285714285714,1322.2400000000005,2094,1977,117,18.6,76,300,1.0,1
28.65714285714286,56.96913593323662,6.0,243.0,0.0,30.0,0.4857142857142857,0.05714285714285714,0.0,3245.482448979592,1977,2094,-117,28.0,76,300,0.0,0
50.857142857142854,85.4481105223324,16.0,460.0,0.0,78.5,0.5142857142857142,0.02857142857142857,0.14285714285714285,7301.379591836734,2025,2050,-25,23.3,81,300,0.0,1
38.285714285714285,66.69999847015266,2.0,262.0,0.0,51.0,0.5142857142857142,0.05714285714285714,0.11428571428571428,4448.889795918367,2050,2025,25,18.4,81,300,1.0,0
32.94285714285714,39.88479327630867,22.0,175.0,3.0,42.5,0.42857142857142855,0.0,0.11428571428571428,1590.7967346938772,2125,1922,203,32.7,93,900,0.0,1
17.542857142857144,23.877476364788226,5.0,88.0,0.0,29.5,0.5428571428571428,0.0,0.0,570.1338775510204,1922,2125,-203,31.7,93,900,1.0,0
8.914285714285715,11.842710665990593,4.0,49.0,0.0,14.5,0.5428571428571428,0.0,0.0,140.24979591836734,2728,2814,-86,34.8,182,180,0.0,1
6.9714285714285715,9.926834380421914,0.0,48.0,0.0,11.0,0.6285714285714286,0.0,0.0,98.54204081632652,2814,2728,86,28.7,182,180,1.0,0
20.771428571428572,30.978412496710135,6.0,124.0,0.5,25.0,0.42857142857142855,0.0,0.02857142857142857,959.6620408163267,2142,1933,209,32.1,103,120,1.0,1
24.571428571428573,37.33805849592206,13.0,192.0,1.5,28.0,0.2857142857142857,0.0,0.05714285714285714,1394.1306122448977,1933,2142,-209,38.2,103,120,0.0,0
29.64516129032258,49.681273415642146,12.0,266.0,0.0,38.5,0.3870967741935484,0.03225806451612903,0.0,2468.228928199791,2193,2146,47,25.8,61,300,1.0,1
41.6,56.733059145440066,18.5,244.0,0.0,60.0,0.36666666666666664,0.03333333333333333,0.13333333333333333,3218.6400000000003,2146,2193,-47,17.0,61,300,0.0,0
501.3809523809524,1932.0986979667493,25.0,9132.0,0.0,129.0,0.42857142857142855,0.19047619047619047,0.09523809523809523,3733005.378684808,1944,2114,-170,30.9,42,300,0.0,1
